title,price,listPrice,reviewRating,reviewCount,imageUrls,attributes
"Tsungup PBT Keycaps - Side Printed Keycap Set,135 Keys Double Shot Shine Through Landscape Painting Custom Keycaps,Cherry Profile Keyboard Keycaps for Cherry MX Switches Mechanical Keyboards",36.99,45.99,4.5,54,"[""https://m.media-amazon.com/images/I/41e71hYyHhL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/41QsvA7EBQL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/41bELGyg0KL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/51qUi4+W1-L._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/51dPHS6vYVL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/41s+HH2dM9L._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/51iivZ-BK-L.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg""]","[{""label"":""Brand"",""value"":""Tsungup""},{""label"":""Compatible Devices"",""value"":""Keyboard""},{""label"":""Keyboard Description"",""value"":""Gaming""},{""label"":""Recommended Uses For Product"",""value"":""Gaming""},{""label"":""Special Feature"",""value"":""Backlit""},{""label"":""Color"",""value"":""Landscape Painting""},{""label"":""Number of Keys"",""value"":""104""},{""label"":""Keyboard backlighting color support"",""value"":""RGB""},{""label"":""Style"",""value"":""Modern""},{""label"":""Material"",""value"":""Polybutylene Terephthalate""}]"
"Tsungup Black Grey Keycaps Full Set,134 Keys PBT Cherry Profile Custom Keyboard Keycaps for 60% 65% 70% 100% Cherry Gateron MX Switches Mechanical Gaming Keyboard",32.99,0,4.5,54,"[""https://m.media-amazon.com/images/I/41M2h06aJEL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/41evjrhr83L._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/41XhjxuxccL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/41LMVQkdeOL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/51i47LCYwZL._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/414+WKCfO8L._AC_US40_.jpg"",""https://m.media-amazon.com/images/I/51wq4MWW4bL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg""]","[{""label"":""Compatible Devices"",""value"":""Keyboard""},{""label"":""Material"",""value"":""Polybutylene Terephthalate (PBT)""},{""label"":""Color"",""value"":""Black""},{""label"":""Brand"",""value"":""Tsungup""},{""label"":""Manufacturer"",""value"":""Tsung""}]"
